ReducedPer,ReducedCases,EfficientPer,EfficientCases
1.031858785877677320e+01,2.900000000000000000e+01,3.650739078384506087e+01,3.700000000000000000e+01
1.421671609201922237e+01,2.000000000000000000e+01,2.510389279140985508e+01,1.600000000000000000e+01
2.832278146005848640e+01,2.200000000000000000e+01,2.922622560183356555e+01,4.000000000000000000e+01
1.256847348853987789e+01,3.000000000000000000e+01,1.625354104613634476e+01,4.400000000000000000e+01
1.100402063329022440e+01,3.300000000000000000e+01,4.317706553050544471e+01,3.700000000000000000e+01
3.546125529934545284e+01,1.400000000000000000e+01,1.210502072953325481e+01,4.100000000000000000e+01
1.228282973795355915e+01,3.100000000000000000e+01,2.219235475941943037e+01,3.800000000000000000e+01
3.739797525002772716e+01,1.400000000000000000e+01,3.201603789185944748e+01,4.400000000000000000e+01
1.328748662593239871e+01,5.000000000000000000e+01,4.454834485017848777e+01,5.100000000000000000e+01
3.045272406563511680e+01,1.100000000000000000e+01,4.786631815693003489e+01,4.000000000000000000e+01
3.877624680889102393e+01,1.800000000000000000e+01,3.673745544545625741e+00,3.100000000000000000e+01
2.289767925092120038e+01,2.700000000000000000e+01,1.371089535095426726e+01,5.800000000000000000e+01
3.243024774898024276e+01,1.300000000000000000e+01,8.759945911629628768e+00,5.000000000000000000e+01
8.102336766333174012e+00,4.300000000000000000e+01,2.900066205150811882e+01,4.600000000000000000e+01
4.310569731364443768e+00,3.000000000000000000e+01,2.662549820118413990e+01,3.100000000000000000e+01
3.542578449305293731e+01,3.100000000000000000e+01,1.715710363152847151e+01,4.600000000000000000e+01
2.557203828986855854e+01,2.200000000000000000e+01,3.703919696890353919e+01,1.500000000000000000e+01
3.752925974320594804e+01,1.000000000000000000e+01,2.217411369002987342e+01,4.700000000000000000e+01
1.109186411542321160e+01,2.800000000000000000e+01,9.372846555706704663e+00,3.200000000000000000e+01
1.725231474875943505e+01,2.700000000000000000e+01,2.860859800556403343e+01,3.700000000000000000e+01
2.670718921034067606e+01,1.900000000000000000e+01,1.197378061986215059e+01,4.000000000000000000e+01
4.562916332987079215e+01,1.000000000000000000e+01,2.459185621022725954e+01,4.100000000000000000e+01
4.063420662707265762e+01,8.000000000000000000e+00,4.814842625269579912e+01,4.000000000000000000e+01
2.856530934382953646e+01,1.400000000000000000e+01,1.220283209182600004e+01,3.400000000000000000e+01
9.594507458907020947e+00,3.700000000000000000e+01,1.959632994215820823e+00,2.500000000000000000e+01
2.721109455879425809e+01,2.300000000000000000e+01,4.294496271170687862e+01,3.000000000000000000e+01
2.079581521987208248e+01,1.300000000000000000e+01,2.233862257540958396e+01,2.400000000000000000e+01
3.137876185704307019e+01,1.800000000000000000e+01,1.824881065203840436e+01,2.500000000000000000e+01
4.530179890121976172e+01,1.400000000000000000e+01,4.753956585073786556e+01,4.800000000000000000e+01
4.524020695107405743e+01,1.300000000000000000e+01,4.277495610967796402e+00,3.700000000000000000e+01
3.872877783668955232e+01,1.200000000000000000e+01,1.192108028908911432e+00,3.600000000000000000e+01
2.017085723645843842e+01,1.100000000000000000e+01,2.050578438475785248e+01,5.100000000000000000e+01
3.149638071660221073e+01,1.300000000000000000e+01,3.906908161768210164e+01,2.900000000000000000e+01
2.592549234890717536e-01,3.900000000000000000e+01,1.783134206381446063e+01,3.400000000000000000e+01
2.515054262001901009e+01,1.500000000000000000e+01,8.948911408360761044e+00,3.200000000000000000e+01
8.154513041879896562e+00,1.900000000000000000e+01,2.114086282316140952e+01,7.000000000000000000e+01
8.010520499065931332e+00,1.900000000000000000e+01,1.831317454904006681e+01,5.300000000000000000e+01
2.749756069261435343e+01,2.800000000000000000e+01,3.373706495121307114e+01,2.900000000000000000e+01
1.652136810032605041e+01,2.100000000000000000e+01,3.288825123331632483e+01,4.900000000000000000e+01
6.666196686523484516e+00,3.100000000000000000e+01,2.306675667321935919e+01,4.800000000000000000e+01
1.062224929830875020e+01,3.400000000000000000e+01,1.413683086220174445e+01,3.900000000000000000e+01
2.841334777830492087e+01,1.500000000000000000e+01,2.099593395698757803e+01,3.300000000000000000e+01
1.178006400720572699e+01,2.200000000000000000e+01,1.875927851969644422e+01,2.300000000000000000e+01
2.288025649603946476e+01,2.500000000000000000e+01,2.747417573666093205e+01,3.400000000000000000e+01
2.725735856931642687e+01,1.900000000000000000e+01,3.448169816436051605e+01,5.000000000000000000e+01
6.992794084781706054e+00,2.700000000000000000e+01,2.096627826640502690e+01,2.700000000000000000e+01
1.349741177783107027e+01,3.400000000000000000e+01,3.857858250204326822e+01,2.800000000000000000e+01
4.272913040764467496e+01,9.000000000000000000e+00,7.312880668712606891e-01,2.700000000000000000e+01
4.785481801069321506e+01,9.000000000000000000e+00,4.460245162012009956e+01,4.000000000000000000e+01
2.907290089388530063e+01,8.000000000000000000e+00,4.323241396521682134e+01,4.000000000000000000e+01
2.812900342646818075e+01,1.800000000000000000e+01,2.937640162098842467e+01,3.600000000000000000e+01
2.365420002524105669e+01,2.000000000000000000e+01,1.775655368529536204e+01,3.900000000000000000e+01
1.566990161334904741e+01,2.100000000000000000e+01,2.807207812055623197e+00,4.700000000000000000e+01
2.286746675050199684e+00,2.500000000000000000e+01,3.745591298642858646e+01,2.500000000000000000e+01
4.604320469400051508e+01,1.200000000000000000e+01,4.974390053051177318e+01,4.700000000000000000e+01
3.650524112742446192e+01,8.000000000000000000e+00,2.413390618169031399e+01,4.700000000000000000e+01
4.833358906925548126e+01,7.000000000000000000e+00,3.605412349258110538e+01,4.400000000000000000e+01
3.630742531475148382e+01,9.000000000000000000e+00,3.092687085062112473e+01,5.000000000000000000e+01
1.572966923858931665e+01,2.600000000000000000e+01,1.614027399050181799e+01,2.900000000000000000e+01
2.750519446513236588e+01,1.200000000000000000e+01,3.615882194945177019e+01,3.400000000000000000e+01
4.225765681865956225e+01,9.000000000000000000e+00,1.370089550898558883e+01,3.700000000000000000e+01
2.518078706271169409e+01,1.900000000000000000e+01,1.623691122055638303e+01,3.000000000000000000e+01
1.301363054007662612e+01,2.800000000000000000e+01,1.609144087724345695e+01,3.900000000000000000e+01
3.983499606775639990e+01,1.500000000000000000e+01,1.059687684544030617e+01,3.800000000000000000e+01
2.399449664120029269e+01,2.200000000000000000e+01,2.615280410770932562e+01,5.300000000000000000e+01
3.791142323178215889e+01,1.600000000000000000e+01,3.493491857676751522e+01,2.900000000000000000e+01
3.172972756547037676e+01,1.400000000000000000e+01,4.939224833035831352e+01,4.400000000000000000e+01
1.622461647234432291e+01,2.400000000000000000e+01,2.391931468460206656e+00,4.500000000000000000e+01
2.156394109457403374e+01,1.800000000000000000e+01,3.316817333638009302e+01,2.600000000000000000e+01
5.428881810742380409e+00,2.800000000000000000e+01,4.500056933488514233e+01,4.900000000000000000e+01
1.849301964981735580e+01,8.000000000000000000e+00,8.530127327432989404e+00,4.100000000000000000e+01
4.449358483293986311e+00,3.300000000000000000e+01,3.726017987603159298e+01,4.300000000000000000e+01
4.665155781561236559e+00,2.500000000000000000e+01,1.995906165841718760e+01,5.700000000000000000e+01
5.690836193282899913e+00,4.200000000000000000e+01,3.131296550455155980e+01,3.800000000000000000e+01
4.963019730371970439e+01,7.000000000000000000e+00,1.066419965340372755e+01,3.500000000000000000e+01
4.970891930400698300e+01,8.000000000000000000e+00,1.617250536117796855e+01,4.100000000000000000e+01
4.941358683467552737e+01,6.000000000000000000e+00,5.838208227967656150e+00,3.400000000000000000e+01
2.425408382486764580e+01,1.500000000000000000e+01,7.855754979745777078e+00,3.600000000000000000e+01
2.681117902892595595e+01,2.700000000000000000e+01,9.190891026055803437e+00,5.100000000000000000e+01
3.607823837573520365e+01,1.200000000000000000e+01,3.906912694912454498e+01,4.400000000000000000e+01
4.465405705562570660e+01,9.000000000000000000e+00,1.340813824860809245e+00,4.500000000000000000e+01
3.810547583090318113e+01,1.800000000000000000e+01,2.326560429826883691e+01,2.700000000000000000e+01
2.310764362919763926e+01,3.100000000000000000e+01,2.114371108132526800e+01,2.800000000000000000e+01
7.466181806311200653e+00,3.000000000000000000e+01,2.507345592277328095e+01,3.300000000000000000e+01
3.813152260801473403e+01,1.400000000000000000e+01,4.537760397099050635e+01,3.200000000000000000e+01
1.757662023428336795e+01,2.600000000000000000e+01,4.158089079880413408e+01,4.500000000000000000e+01
3.733100652812135678e+01,1.000000000000000000e+01,2.247175950604307815e+01,3.700000000000000000e+01
1.095606852798977116e+01,3.300000000000000000e+01,4.536282676488117005e+01,4.000000000000000000e+01
3.005480536059274144e+01,1.600000000000000000e+01,4.054297077187855791e+01,4.900000000000000000e+01
1.688307437097851249e+01,1.500000000000000000e+01,4.136219532687809419e+01,2.900000000000000000e+01
1.501589728850156646e+01,2.400000000000000000e+01,2.975969724857005971e+01,3.900000000000000000e+01
4.461765159979389495e+01,4.000000000000000000e+00,1.392186828824382161e+00,2.200000000000000000e+01
6.013872032475742202e+00,4.100000000000000000e+01,1.076949939618315710e+01,3.900000000000000000e+01
1.070654980676293277e+01,2.500000000000000000e+01,1.774911946190999146e+01,5.500000000000000000e+01
6.143287859301338472e+00,2.800000000000000000e+01,1.605847469240995196e+01,3.900000000000000000e+01
2.416638008482097177e+01,2.300000000000000000e+01,1.215372749673149144e+01,2.400000000000000000e+01
3.408199209314024358e+01,1.000000000000000000e+01,9.751395438583475794e+00,5.000000000000000000e+01
4.018628377808482099e+01,8.000000000000000000e+00,4.745556904071924009e+01,4.000000000000000000e+01
2.593582648530857782e+01,2.300000000000000000e+01,4.596511090445454073e+01,4.500000000000000000e+01
2.742129206903553040e+01,2.800000000000000000e+01,4.343146504023487608e+01,3.100000000000000000e+01
4.127917287309992389e+01,6.000000000000000000e+00,5.745693751433966767e+00,4.500000000000000000e+01
8.375162062225083304e+00,3.000000000000000000e+01,3.348506468670644409e+01,3.900000000000000000e+01
2.018220564837702824e+01,2.600000000000000000e+01,8.250137776962407798e+00,3.700000000000000000e+01
3.149262911681124422e+01,9.000000000000000000e+00,9.527871042517578104e+00,4.900000000000000000e+01
9.307697711666074625e+00,3.600000000000000000e+01,1.518970666697793170e+01,5.200000000000000000e+01
3.247896429728530876e+01,2.100000000000000000e+01,1.344140872195254133e+00,4.600000000000000000e+01
2.512230123467742260e+01,2.500000000000000000e+01,1.686796121411419236e+01,2.900000000000000000e+01
2.937116495475869016e+01,1.400000000000000000e+01,4.058146336059675718e+01,4.100000000000000000e+01
1.027948956180599893e+01,3.100000000000000000e+01,1.800647199099286766e+01,5.000000000000000000e+01
3.180963255181072924e+01,1.500000000000000000e+01,1.867162321179913675e+01,3.100000000000000000e+01
2.859886124898343240e+01,1.100000000000000000e+01,4.512048642108346286e+01,4.300000000000000000e+01
1.894108582681342057e+01,2.700000000000000000e+01,8.373730837949743488e+00,4.000000000000000000e+01
3.688269260155887252e+01,1.200000000000000000e+01,4.074844356885999019e+01,3.400000000000000000e+01
1.569077859611833858e+01,1.500000000000000000e+01,3.377885783125685037e+01,3.800000000000000000e+01
4.359745993147716803e+01,9.000000000000000000e+00,2.972378684305923002e+01,3.200000000000000000e+01
7.037054659484843100e+00,1.500000000000000000e+01,1.723956882488078080e+01,3.900000000000000000e+01
2.618966102785386241e+01,7.000000000000000000e+00,4.978182559923018857e+01,2.900000000000000000e+01
4.368622015814636228e+01,1.500000000000000000e+01,2.001162235340201434e+01,4.300000000000000000e+01
2.388729351419392088e+01,1.500000000000000000e+01,4.703982786763057078e+01,3.800000000000000000e+01
1.215852436660631497e+01,2.000000000000000000e+01,7.956121733472276247e+00,2.700000000000000000e+01
4.502102759310577795e+00,2.200000000000000000e+01,4.835899296069096209e+01,3.800000000000000000e+01
4.057166832363922992e+01,1.000000000000000000e+01,3.314092534448865024e+01,5.600000000000000000e+01
4.726095885621359827e+01,1.100000000000000000e+01,1.198581643142029307e+01,3.800000000000000000e+01
4.939247419229491243e+01,9.000000000000000000e+00,3.484906030083128314e+01,2.400000000000000000e+01
7.720625843616490513e+00,4.000000000000000000e+01,5.444519736393771403e+00,4.400000000000000000e+01
4.486581836402836032e+00,3.800000000000000000e+01,2.734277029104459444e+01,3.000000000000000000e+01
3.585437155043037194e+01,1.800000000000000000e+01,3.728073572345385145e+01,3.000000000000000000e+01
2.700925293858502663e+00,4.000000000000000000e+01,4.607848982613169397e+01,4.200000000000000000e+01
2.103300145055964165e+01,1.600000000000000000e+01,4.949778277486138478e+01,3.300000000000000000e+01
1.953918406231379734e+01,2.900000000000000000e+01,1.503658261903382254e+01,2.500000000000000000e+01
3.178655120838097403e+01,1.600000000000000000e+01,4.387746559000746771e+01,2.900000000000000000e+01
8.697366022773289629e+00,3.800000000000000000e+01,7.332969621648977032e+00,3.200000000000000000e+01
2.303994399682130023e+01,2.200000000000000000e+01,2.374998201839846246e+01,3.800000000000000000e+01
2.658108900810685071e+01,2.400000000000000000e+01,5.548147545259607405e+00,3.100000000000000000e+01
4.586958043858353307e+01,1.000000000000000000e+01,2.192088478130393980e+01,5.100000000000000000e+01
3.953300438588547294e-01,4.300000000000000000e+01,1.338234375141709265e+01,4.300000000000000000e+01
4.195340920709589305e+00,3.300000000000000000e+01,2.229255478212617447e+01,3.600000000000000000e+01
2.204666291131762712e+00,3.300000000000000000e+01,5.432756667636617465e+00,2.600000000000000000e+01
1.335031136122571915e+01,3.200000000000000000e+01,2.527388390036647792e+01,4.700000000000000000e+01
1.659494717164184863e+01,2.900000000000000000e+01,4.556978342400977766e+01,5.200000000000000000e+01
4.505403458552439133e+01,8.000000000000000000e+00,4.627103175846927030e+01,2.700000000000000000e+01
4.129175450765223587e+01,1.600000000000000000e+01,4.069818609025897160e+01,2.800000000000000000e+01
1.977963695725787474e+01,1.800000000000000000e+01,6.128407888769993761e+00,3.300000000000000000e+01
1.016752197070145414e+01,2.200000000000000000e+01,1.993827588789793737e+01,3.600000000000000000e+01
3.622181985029293827e+01,1.800000000000000000e+01,3.408518186881581702e+00,3.600000000000000000e+01
4.351864552071587156e+01,1.100000000000000000e+01,2.549877550954177252e+01,3.000000000000000000e+01
1.923487798686295136e+01,3.100000000000000000e+01,2.847049129282216384e+01,4.800000000000000000e+01
1.631928367766444232e+00,4.200000000000000000e+01,4.347273305710402980e+01,5.600000000000000000e+01
4.121615374048581515e+01,1.100000000000000000e+01,3.764432652362474840e+01,4.300000000000000000e+01
4.591843341188906891e+01,3.000000000000000000e+00,1.564421649335491260e+01,5.300000000000000000e+01
4.709457786323516615e+01,1.300000000000000000e+01,4.280283574057474993e+01,2.300000000000000000e+01
3.419609297564154815e+01,1.000000000000000000e+01,4.380804447379438216e+01,4.200000000000000000e+01
1.961979294704674359e+00,4.200000000000000000e+01,4.011703826338055734e+01,4.300000000000000000e+01
4.206363726046681251e+01,8.000000000000000000e+00,2.186832589697820239e+01,3.300000000000000000e+01
4.968609456098101163e+01,5.000000000000000000e+00,4.960126631127536712e+00,4.100000000000000000e+01
3.540941840905831128e+01,1.000000000000000000e+01,1.344140426972417757e+00,4.300000000000000000e+01
2.653784168873998084e+01,1.400000000000000000e+01,2.282621586234882116e+01,5.200000000000000000e+01
1.125562891216910266e+01,2.600000000000000000e+01,3.087285995597409638e+01,4.600000000000000000e+01
2.395606137583229511e+01,2.400000000000000000e+01,2.692236577914566453e+01,2.900000000000000000e+01
3.211854813404795550e+01,2.400000000000000000e+01,9.568579286039980758e+00,3.600000000000000000e+01
4.114012285761048560e+01,1.300000000000000000e+01,7.098062944701943877e+00,3.500000000000000000e+01
3.995497408507259252e+01,1.200000000000000000e+01,3.907447027651331695e+01,5.500000000000000000e+01
1.061409097892401832e+01,2.800000000000000000e+01,1.241525836991950271e+01,2.700000000000000000e+01
3.014021685181513988e+01,1.000000000000000000e+01,2.564612796379108772e+01,3.100000000000000000e+01
3.123571554505376469e+01,1.800000000000000000e+01,2.970573369267939157e+01,3.300000000000000000e+01
2.575751066601037564e+01,2.200000000000000000e+01,2.646612283612622818e+01,4.800000000000000000e+01
1.732801498803240392e+01,3.300000000000000000e+01,4.843539506534488837e+00,5.200000000000000000e+01
1.021583056597605932e+01,3.200000000000000000e+01,4.532819837326709234e+01,4.700000000000000000e+01
1.049253219072663335e+01,3.000000000000000000e+01,7.843364883304326796e+00,4.100000000000000000e+01
3.992828547610782763e+00,4.800000000000000000e+01,3.529533430498058522e+01,4.000000000000000000e+01
3.404208863840503341e+01,2.200000000000000000e+01,4.172980589588948241e+00,4.400000000000000000e+01
1.329760141032978460e+01,2.100000000000000000e+01,4.505581224569299437e+00,3.000000000000000000e+01
4.710310218411821381e+01,5.000000000000000000e+00,7.181145897907459386e+00,4.100000000000000000e+01
1.064342991750488743e+00,3.100000000000000000e+01,1.237043412917454610e+01,3.800000000000000000e+01
1.564922956224037520e+01,2.000000000000000000e+01,4.908393654279830542e+00,2.600000000000000000e+01
1.537381742689580832e+00,2.700000000000000000e+01,2.569825948852901831e+01,3.800000000000000000e+01
3.690147218705730836e+01,1.100000000000000000e+01,6.746512069227272868e-01,3.700000000000000000e+01
1.008750368863242741e+01,3.500000000000000000e+01,7.340959723925366553e+00,3.200000000000000000e+01
2.216433247266193973e+01,2.800000000000000000e+01,1.403093639991166341e+01,4.100000000000000000e+01
3.246547039305263382e+01,1.300000000000000000e+01,9.773749733417357533e+00,4.800000000000000000e+01
2.491043250023102829e+01,1.500000000000000000e+01,2.760274198884335917e+01,3.300000000000000000e+01
2.235628597614802704e+00,4.100000000000000000e+01,1.334819289602161518e+01,5.000000000000000000e+01
4.137552184285411272e+01,8.000000000000000000e+00,2.887794266307602697e+01,2.900000000000000000e+01
3.687922862694503578e+01,1.800000000000000000e+01,1.274455545969335191e+01,3.500000000000000000e+01
3.481275299157011460e+01,6.000000000000000000e+00,2.744234635773844388e+01,4.500000000000000000e+01
2.572491565170966865e+01,1.400000000000000000e+01,1.105568678414018358e+01,3.900000000000000000e+01
3.509711521378178212e+00,4.200000000000000000e+01,2.191882943194025657e+01,2.900000000000000000e+01
1.046392023431407203e+01,2.000000000000000000e+01,4.748399100273488216e+01,3.800000000000000000e+01
3.344881961230037604e+01,1.000000000000000000e+01,1.252655239127561337e+01,3.900000000000000000e+01
1.244749943732714748e+00,2.600000000000000000e+01,4.850393410422240947e+01,7.100000000000000000e+01
4.077687617674121867e+01,7.000000000000000000e+00,1.436760960680685173e+01,3.500000000000000000e+01
1.525608803327446239e+01,1.900000000000000000e+01,3.260722466125250918e+01,4.500000000000000000e+01
1.188975143206918439e+01,2.800000000000000000e+01,1.382456370396618617e+01,2.400000000000000000e+01
1.899245978890362707e+01,2.900000000000000000e+01,2.604945078770162326e+01,2.600000000000000000e+01
3.450123910781128700e+01,1.900000000000000000e+01,4.860446274874251316e+01,4.000000000000000000e+01
1.123661607248457273e+01,2.300000000000000000e+01,4.529598935275234339e+01,4.300000000000000000e+01
1.653866240292868284e+01,2.300000000000000000e+01,2.542455607753191238e+00,4.800000000000000000e+01
1.393283290969241683e+01,2.600000000000000000e+01,1.209680823623073920e+01,3.400000000000000000e+01
7.657745394343262291e+00,3.000000000000000000e+01,2.518843330891467147e+01,3.000000000000000000e+01
4.014029450800546783e+01,9.000000000000000000e+00,4.864908635635142531e+01,4.300000000000000000e+01
2.033466766853391050e+01,1.300000000000000000e+01,1.173479922997882063e+01,4.000000000000000000e+01
1.612801159888759273e+01,2.600000000000000000e+01,2.519367732671295990e+00,2.600000000000000000e+01
2.733629409221261142e+01,3.000000000000000000e+01,1.187818077536441130e+01,2.900000000000000000e+01
1.891802073396227257e+01,1.400000000000000000e+01,1.485504348462263202e+01,4.500000000000000000e+01
2.076261338582441240e+01,2.300000000000000000e+01,3.946115258339426646e+01,4.200000000000000000e+01
3.477105571852432320e+01,2.100000000000000000e+01,2.944046116952137027e+01,3.100000000000000000e+01
1.214571533381380064e+01,2.200000000000000000e+01,4.326656253616740599e+01,5.800000000000000000e+01
4.925050709311755526e+01,1.600000000000000000e+01,4.994694092238142957e+01,4.600000000000000000e+01
3.538269932827722641e+01,9.000000000000000000e+00,2.951676114863510492e+01,5.200000000000000000e+01
3.040477060943869247e+01,9.000000000000000000e+00,4.176456390189953183e+00,3.500000000000000000e+01
3.813458869999738710e+01,1.200000000000000000e+01,9.016588669161551550e+00,3.800000000000000000e+01
4.368464780444292472e+01,1.400000000000000000e+01,2.242479215008236082e+01,3.900000000000000000e+01
3.975166521562231026e+01,1.000000000000000000e+01,4.334411804317226569e+01,3.900000000000000000e+01
4.436401614898394996e+01,1.000000000000000000e+01,4.596248511804661518e+01,3.500000000000000000e+01
3.809684102838318864e+01,1.600000000000000000e+01,2.533780048267277962e+01,2.700000000000000000e+01
6.826737812495320412e-01,4.200000000000000000e+01,2.966745649537340057e+01,5.600000000000000000e+01
1.187460932293602411e+01,4.400000000000000000e+01,2.104557796522454893e+00,4.600000000000000000e+01
1.989569505375321512e+01,2.800000000000000000e+01,1.257481824512740687e+01,4.200000000000000000e+01
4.187479866627397485e+01,1.300000000000000000e+01,2.909274966340086266e+01,4.500000000000000000e+01
3.541005215422572405e+01,5.000000000000000000e+00,2.059840475779355273e+01,2.400000000000000000e+01
3.194514590049373126e+01,1.400000000000000000e+01,1.405989364960635868e+01,2.200000000000000000e+01
4.177086232840283486e+01,1.100000000000000000e+01,4.141831666120192779e+01,4.600000000000000000e+01
4.976750106933736362e+01,1.400000000000000000e+01,3.713863816418132302e+01,3.900000000000000000e+01
2.917902538139897217e+01,1.600000000000000000e+01,7.899153990628182243e+00,2.900000000000000000e+01
1.678869442760499986e+00,3.500000000000000000e+01,2.226019307785173140e+01,4.100000000000000000e+01
9.165081322344859061e+00,2.900000000000000000e+01,2.648290797903429805e+01,3.900000000000000000e+01
2.999274133486893135e+01,1.700000000000000000e+01,3.655384422855216542e+01,5.500000000000000000e+01
1.577950906484095839e+01,1.600000000000000000e+01,3.947649449407675348e+01,3.200000000000000000e+01
4.278790191053285241e+01,1.200000000000000000e+01,8.940424642874722494e+00,3.200000000000000000e+01
4.958987324020144172e+01,1.500000000000000000e+01,1.567799717845538332e+01,3.600000000000000000e+01
4.339540914070094679e+00,3.200000000000000000e+01,2.135928692675952334e+01,2.200000000000000000e+01
4.721293475854213284e+01,8.000000000000000000e+00,2.929083186306721132e+01,4.400000000000000000e+01
3.743692950719634638e+01,1.200000000000000000e+01,2.486228112347273012e+01,2.500000000000000000e+01
4.863173501311437263e+01,7.000000000000000000e+00,3.348562825471956828e+00,3.000000000000000000e+01
1.371052122268897655e+01,3.200000000000000000e+01,3.029779876356059987e+01,3.900000000000000000e+01
3.158114586385309863e+01,1.100000000000000000e+01,3.700631260740971129e+01,4.000000000000000000e+01
4.968569214333573569e+01,6.000000000000000000e+00,4.713757082736277226e+01,3.900000000000000000e+01
1.394844061262061530e+01,4.000000000000000000e+01,4.405437650366389590e+01,3.400000000000000000e+01
7.289087353823042292e+00,4.400000000000000000e+01,8.562475778389755376e-01,3.500000000000000000e+01
3.814528423298783366e+01,2.100000000000000000e+01,3.868399839612344238e+01,2.400000000000000000e+01
6.093370324257652015e+00,5.000000000000000000e+01,2.206091577282005645e+01,3.600000000000000000e+01
2.621106045390453332e-01,3.800000000000000000e+01,9.237957117210903846e+00,4.300000000000000000e+01
2.570053684125025484e+01,1.300000000000000000e+01,9.375027553351223730e+00,4.400000000000000000e+01
7.293023460615000175e-02,2.800000000000000000e+01,2.173490536502307080e+01,4.100000000000000000e+01
3.575472922894842043e+01,1.500000000000000000e+01,2.278819309076665078e+01,3.300000000000000000e+01
2.581172872322943235e+01,1.900000000000000000e+01,2.312167967182079309e+01,4.700000000000000000e+01
2.731390885467749285e+01,1.600000000000000000e+01,1.275440765725939229e+01,4.800000000000000000e+01
2.843545345946790803e+01,1.700000000000000000e+01,1.066313872270007224e+01,4.300000000000000000e+01
2.551844477876794670e+01,1.600000000000000000e+01,2.753021636250598903e+01,5.500000000000000000e+01
2.999339740722351166e+01,2.200000000000000000e+01,5.440596806721941903e+00,3.900000000000000000e+01
1.740779614668896969e+01,2.000000000000000000e+01,3.764707761283347942e+00,4.300000000000000000e+01
3.677638299724495852e+01,1.400000000000000000e+01,1.313978545269527487e+01,2.800000000000000000e+01
5.421030392280378862e+00,2.800000000000000000e+01,6.835608729613662504e+00,3.900000000000000000e+01
3.112017855686507417e+01,2.200000000000000000e+01,2.674201841476486763e+01,2.900000000000000000e+01
4.342998822402469727e+01,8.000000000000000000e+00,4.816347907800200545e+01,3.100000000000000000e+01
3.677798284879212076e+01,2.500000000000000000e+01,4.054379323772175070e+01,3.200000000000000000e+01
2.255136158771322386e+01,2.300000000000000000e+01,1.007537819616954877e+01,3.900000000000000000e+01
3.241161760873090003e+01,1.400000000000000000e+01,3.019872491728592223e+01,4.100000000000000000e+01
1.132402572262537532e+01,2.300000000000000000e+01,4.140752861609966828e+01,5.100000000000000000e+01
4.931609799150833595e+01,5.000000000000000000e+00,2.137555600829090707e+01,4.400000000000000000e+01
4.609956274085458006e+01,1.300000000000000000e+01,3.403168413901986611e+01,3.000000000000000000e+01
1.740595638521628175e+01,2.000000000000000000e+01,3.442601561621501105e+01,4.900000000000000000e+01
4.879697914224765043e+01,6.000000000000000000e+00,2.981682112746788604e+01,5.800000000000000000e+01
2.835214940683943396e+01,2.300000000000000000e+01,3.708359763998614334e+00,3.100000000000000000e+01
4.550602931181302324e+00,6.300000000000000000e+01,1.576300929299063824e+01,3.500000000000000000e+01
3.093300124497018189e+01,1.300000000000000000e+01,6.833400776208420346e+00,3.600000000000000000e+01
4.712267746105140986e+01,7.000000000000000000e+00,3.751677572094759228e+01,4.300000000000000000e+01
1.727068134160303359e+00,2.600000000000000000e+01,7.720533627311443325e+00,4.100000000000000000e+01
2.868177196664518647e+01,1.300000000000000000e+01,3.246062880252225114e+01,2.500000000000000000e+01
4.827126443501792608e+01,9.000000000000000000e+00,2.568548078855088335e+01,4.700000000000000000e+01
3.565042627023614585e+01,8.000000000000000000e+00,4.582919766962345420e+01,4.300000000000000000e+01
4.256510310701583677e+01,1.400000000000000000e+01,4.695841341613251529e+01,4.100000000000000000e+01
1.022274200815448353e+01,1.900000000000000000e+01,2.140613612385919851e+01,3.200000000000000000e+01
3.398975959953605042e+01,1.600000000000000000e+01,2.104000061022455270e+01,4.400000000000000000e+01
3.415679083557692053e+01,1.500000000000000000e+01,2.933063161229929605e+01,3.500000000000000000e+01
4.256753637491335240e+01,1.400000000000000000e+01,3.262205057736736791e+01,4.100000000000000000e+01
2.555319705613221615e+01,2.600000000000000000e+01,1.300066601226429519e+01,2.100000000000000000e+01
3.924155399058577842e+01,1.200000000000000000e+01,4.759929294232823338e+01,4.300000000000000000e+01
3.675723462591655988e+01,5.000000000000000000e+00,4.059686299480728167e+01,4.200000000000000000e+01
1.250987649713776229e+01,3.700000000000000000e+01,3.757515120910986184e+01,3.500000000000000000e+01
1.327912460381082127e+01,1.700000000000000000e+01,1.350768867943694573e+01,4.700000000000000000e+01
1.858128629138939658e+01,1.900000000000000000e+01,9.139608532428145082e+00,2.500000000000000000e+01
1.557611667146248102e+01,1.600000000000000000e+01,1.083494576220527250e+01,4.600000000000000000e+01
4.768235641664879410e+01,7.000000000000000000e+00,1.410982908991564866e+00,3.200000000000000000e+01
4.702826628331253289e+01,1.000000000000000000e+01,4.970304218267312990e+01,2.800000000000000000e+01
1.900979393420869457e+01,1.900000000000000000e+01,1.525338020241956372e+01,3.100000000000000000e+01
3.336431100374795733e+01,1.800000000000000000e+01,2.435734646638325529e+01,3.800000000000000000e+01
1.168058114541151760e+01,1.800000000000000000e+01,1.186785115823474257e+01,6.000000000000000000e+01
4.884171758744562197e+01,1.100000000000000000e+01,5.921541416238551570e+00,2.600000000000000000e+01
3.354711843199722665e+01,1.300000000000000000e+01,4.305237016371273739e+01,3.900000000000000000e+01
4.406649734038923327e+01,1.200000000000000000e+01,3.890786794468952081e+01,4.900000000000000000e+01
